abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,Accession:320423,,https://api.dc.library.northwestern.edu/api/v2/works/ad159b4d-c653-4d8a-b4b9-6ff5cfeb3f7b,Work,ark:/81985/n2jh3dd7c,,,,https://dc.library.northwestern.edu/items/ad159b4d-c653-4d8a-b4b9-6ff5cfeb3f7b,Environs de Paris. - Le Chateau de Pierrefonds,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Robida, Albert, 1848-1926|Robida, Albert, 1848-1926|Robida, Albert, 1848-1926|Kolb, Eugene (Editor)|Robida, Albert, 1848-1926",2021-03-16T13:59:01.673977Z,Yves et Barret,,,"May 21, 1881",,inu-dil-573934ee-43be-44d6-b302-e59bf7f43be3.tif,,,caricatures,ad159b4d-c653-4d8a-b4b9-6ff5cfeb3f7b,,https://api.dc.library.northwestern.edu/api/v2/works/ad159b4d-c653-4d8a-b4b9-6ff5cfeb3f7b?as=iiif,2023-02-20T16:12:49.461305,None,None,,French,inu:dil-573934ee-43be-44d6-b302-e59bf7f43be3,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/cfc6b332-f527-48f3-a7e6-c5aa71a3af89,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/ad159b4d-c653-4d8a-b4b9-6ff5cfeb3f7b/thumbnail,"La Caricature, no 73 (21 mai 1881), cover",Public,Image
,Accession:320172,,https://api.dc.library.northwestern.edu/api/v2/works/adb810ff-5ea8-452b-8090-eba10b0359fe,Work,ark:/81985/n2vm4384m,,,,https://dc.library.northwestern.edu/items/adb810ff-5ea8-452b-8090-eba10b0359fe,Mémoires d'une Reine,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Robida, Albert, 1848-1926|Robida, Albert, 1848-1926|Kolb, Eugene (Editor)|Robida, Albert, 1848-1926",2021-03-16T14:02:44.236837Z,Yves et Barret,,,"March 14, 1885",,inu-dil-3d4346d4-c433-4e3b-ad96-86d6d6ac4305.tif,,,caricatures,adb810ff-5ea8-452b-8090-eba10b0359fe,,https://api.dc.library.northwestern.edu/api/v2/works/adb810ff-5ea8-452b-8090-eba10b0359fe?as=iiif,2023-02-20T16:12:50.403240,None,None,,French,inu:dil-3d4346d4-c433-4e3b-ad96-86d6d6ac4305,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/e6a918fa-2f6f-4a46-a201-eba9623c820e,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/adb810ff-5ea8-452b-8090-eba10b0359fe/thumbnail,"La Caricature, no 272 (14 mars 1885), cover",Public,Image
,Accession:320049,,https://api.dc.library.northwestern.edu/api/v2/works/b1fde448-ea9a-4c08-89f4-5b13006095fe,Work,ark:/81985/n2bz61m1c,,,,https://dc.library.northwestern.edu/items/b1fde448-ea9a-4c08-89f4-5b13006095fe,Une Femme Insensible,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Robida, Albert, 1848-1926|Robida, Albert, 1848-1926|Kolb, Eugene (Editor)|Robida, Albert, 1848-1926",2021-03-16T14:25:05.684083Z,"Yves, Sc",,,"January 15, 1887",,inu-dil-3a663175-6468-4289-828e-42a25210b6e8.tif,,,caricatures,b1fde448-ea9a-4c08-89f4-5b13006095fe,,https://api.dc.library.northwestern.edu/api/v2/works/b1fde448-ea9a-4c08-89f4-5b13006095fe?as=iiif,2023-02-20T16:13:12.813043,None,None,,French,inu:dil-3a663175-6468-4289-828e-42a25210b6e8,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/b660657c-f1d9-439e-94d4-8debad950643,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/b1fde448-ea9a-4c08-89f4-5b13006095fe/thumbnail,"La Caricature, no 368 (15 janvier 1887), cover",Public,Image
,Accession:320250,,https://api.dc.library.northwestern.edu/api/v2/works/b72288bc-e936-48fe-8a63-71e7b1b9cd97,Work,ark:/81985/n2b27q339,,,,https://dc.library.northwestern.edu/items/b72288bc-e936-48fe-8a63-71e7b1b9cd97,Le billet de logement,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Caran d'Ache, 1859-1909|Caran d'Ache, 1859-1909|Kolb, Eugene (Editor)",2021-03-16T14:54:44.561028Z,Lefman,,,"August 16, 1884",,inu-dil-c209ccd7-d424-4030-a7c8-6f8debef4d5b.tif,,,caricatures,b72288bc-e936-48fe-8a63-71e7b1b9cd97,,https://api.dc.library.northwestern.edu/api/v2/works/b72288bc-e936-48fe-8a63-71e7b1b9cd97?as=iiif,2023-02-20T16:13:42.739256,None,None,,French,inu:dil-c209ccd7-d424-4030-a7c8-6f8debef4d5b,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/351e255a-fca5-483f-b29b-c68fa88ba470,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/b72288bc-e936-48fe-8a63-71e7b1b9cd97/thumbnail,"La Caricature, no 242 (16 août 1884), supplément",Public,Image
,Accession:319733,,https://api.dc.library.northwestern.edu/api/v2/works/b84ed7a5-3496-403f-876e-7ca65bb0cf3b,Work,ark:/81985/n2x921w8j,,,,https://dc.library.northwestern.edu/items/b84ed7a5-3496-403f-876e-7ca65bb0cf3b,Le Blanchisseur,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Kolb, Eugene (Editor)",2021-03-16T15:01:39.720926Z,"Lion, G.",,,"July 8, 1899",,inu-dil-58c056db-e0f7-449c-bce8-259c80e6181b.tif,,,caricatures,b84ed7a5-3496-403f-876e-7ca65bb0cf3b,,https://api.dc.library.northwestern.edu/api/v2/works/b84ed7a5-3496-403f-876e-7ca65bb0cf3b?as=iiif,2023-02-20T16:13:47.898788,None,None,,French,inu:dil-58c056db-e0f7-449c-bce8-259c80e6181b,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/ef9f93d8-78c8-46e1-9e31-14d12b0e82ae,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/b84ed7a5-3496-403f-876e-7ca65bb0cf3b/thumbnail,"La Caricature, année 20, no 1019 (8 juillet 1899), cover",Public,Image
,Accession:320022,,https://api.dc.library.northwestern.edu/api/v2/works/bb14016c-efe4-4889-903a-5b76e74eac99,Work,ark:/81985/n2cv4c376,,,,https://dc.library.northwestern.edu/items/bb14016c-efe4-4889-903a-5b76e74eac99,Croquis de Saison,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Kolb, Eugene (Editor)",2021-03-16T15:17:01.558984Z,Rip,,,"July 21, 1888",,inu-dil-338cc6b2-6f97-4df9-abe6-8ed334bb2f80.tif,,,caricatures,bb14016c-efe4-4889-903a-5b76e74eac99,,https://api.dc.library.northwestern.edu/api/v2/works/bb14016c-efe4-4889-903a-5b76e74eac99?as=iiif,2023-02-20T16:13:56.402186,None,None,,French,inu:dil-338cc6b2-6f97-4df9-abe6-8ed334bb2f80,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/ebc5bf75-2fce-4dfb-9a0b-070652a51385,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/bb14016c-efe4-4889-903a-5b76e74eac99/thumbnail,"La Caricature, no 447 (21 juillet 1888), cover",Public,Image
,Accession:320016,,https://api.dc.library.northwestern.edu/api/v2/works/bf396394-4956-4a11-b1e5-2ca196d90526,Work,ark:/81985/n2gm8211q,,,,https://dc.library.northwestern.edu/items/bf396394-4956-4a11-b1e5-2ca196d90526,Parisiana,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Kolb, Eugene (Editor)",2021-03-16T15:40:14.961038Z,"Sorel, A.",,,"June 9, 1888",,inu-dil-08a4076b-3253-4812-871e-0b4307487e28.tif,,,caricatures,bf396394-4956-4a11-b1e5-2ca196d90526,,https://api.dc.library.northwestern.edu/api/v2/works/bf396394-4956-4a11-b1e5-2ca196d90526?as=iiif,2023-02-20T16:14:20.387265,None,None,,French,inu:dil-08a4076b-3253-4812-871e-0b4307487e28,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/e2761e5f-d6e0-4b64-ae31-333e0dbd9d02,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/bf396394-4956-4a11-b1e5-2ca196d90526/thumbnail,"La Caricature, no 441 (9 juin 1888), cover",Public,Image
,Accession:320241,,https://api.dc.library.northwestern.edu/api/v2/works/c066e073-eb1a-46d0-b805-d3d6fb1c3c26,Work,ark:/81985/n21n7xz8g,,,,https://dc.library.northwestern.edu/items/c066e073-eb1a-46d0-b805-d3d6fb1c3c26,La Permission Poussot du Fusilier,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Job, 1858-1931|Kolb, Eugene (Editor)",2021-03-16T15:46:46.012433Z,"Fernique, Charles",,,"June 21, 1884",,inu-dil-89df941d-db92-4bd6-b5ad-9cc3acd3de4d.tif,,,caricatures,c066e073-eb1a-46d0-b805-d3d6fb1c3c26,,https://api.dc.library.northwestern.edu/api/v2/works/c066e073-eb1a-46d0-b805-d3d6fb1c3c26?as=iiif,2023-02-20T16:14:26.907195,None,None,,French,inu:dil-89df941d-db92-4bd6-b5ad-9cc3acd3de4d,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/3bedd48a-f1df-4d72-aca3-119c1580da01,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/c066e073-eb1a-46d0-b805-d3d6fb1c3c26/thumbnail,"La Caricature, no 234 (21 juin 1884), cover",Public,Image
,Accession:320038,,https://api.dc.library.northwestern.edu/api/v2/works/c665f244-31de-466c-a2e6-c09eb7c99a6f,Work,ark:/81985/n2zc7s59m,,,,https://dc.library.northwestern.edu/items/c665f244-31de-466c-a2e6-c09eb7c99a6f,Catastrophe,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Kolb, Eugene (Editor)",2021-03-16T16:20:41.911469Z,"Sorel, A.",,,"November 17, 1888",,inu-dil-ba94f176-2e68-4ee8-b046-9e4cbc003091.tif,,,caricatures,c665f244-31de-466c-a2e6-c09eb7c99a6f,,https://api.dc.library.northwestern.edu/api/v2/works/c665f244-31de-466c-a2e6-c09eb7c99a6f?as=iiif,2023-02-20T16:14:52.252959,None,None,,French,inu:dil-ba94f176-2e68-4ee8-b046-9e4cbc003091,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/041b3424-36bc-4c36-aa2a-33468940df35,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/c665f244-31de-466c-a2e6-c09eb7c99a6f/thumbnail,"La Caricature, no 464 (17 novembre 1888), cover",Public,Image
,Accession:320407,,https://api.dc.library.northwestern.edu/api/v2/works/c6e0f75f-5a66-4f36-aee4-431c5c83d1e3,Work,ark:/81985/n2r20s75z,,,,https://dc.library.northwestern.edu/items/c6e0f75f-5a66-4f36-aee4-431c5c83d1e3,Tout Paris par Terre,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Robida, Albert, 1848-1926|Robida, Albert, 1848-1926|Robida, Albert, 1848-1926|Kolb, Eugene (Editor)|Robida, Albert, 1848-1926",2021-03-16T16:23:09.634440Z,Yves et Barret,,,"February 5, 1881",,inu-dil-170ddec7-03a9-45d4-a456-b0801dd552d5.tif,,,caricatures,c6e0f75f-5a66-4f36-aee4-431c5c83d1e3,,https://api.dc.library.northwestern.edu/api/v2/works/c6e0f75f-5a66-4f36-aee4-431c5c83d1e3?as=iiif,2023-02-20T16:14:56.401863,None,None,,French,inu:dil-170ddec7-03a9-45d4-a456-b0801dd552d5,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/9ccf8ef5-42cd-4c18-a2cc-c57bb63945af,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/c6e0f75f-5a66-4f36-aee4-431c5c83d1e3/thumbnail,"La Caricature, no 58 (5 février 1881), cover",Public,Image
,Accession:320035,,https://api.dc.library.northwestern.edu/api/v2/works/c947a656-e83d-49dd-aa5d-13c2e9d31059,Work,ark:/81985/n2xs5jv2c,,,,https://dc.library.northwestern.edu/items/c947a656-e83d-49dd-aa5d-13c2e9d31059,Dans le Monde,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Robida, Albert, 1848-1926|Robida, Albert, 1848-1926|Kolb, Eugene (Editor)|Robida, Albert, 1848-1926",2021-03-16T16:37:23.849247Z,,,,"October 27, 1888",,inu-dil-d76beb37-b5d3-4765-91ef-51421808dada.tif,,,caricatures,c947a656-e83d-49dd-aa5d-13c2e9d31059,,https://api.dc.library.northwestern.edu/api/v2/works/c947a656-e83d-49dd-aa5d-13c2e9d31059?as=iiif,2023-02-20T16:15:12.660125,None,None,,French,inu:dil-d76beb37-b5d3-4765-91ef-51421808dada,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/440d3ead-2548-46f1-8778-9217b9fe031c,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Caricatures and cartoons|Periodicals",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/c947a656-e83d-49dd-aa5d-13c2e9d31059/thumbnail,"La Caricature, no 461 (27 octobre 1888), cover",Public,Image
,Accession:320372,,https://api.dc.library.northwestern.edu/api/v2/works/d19ff434-3f02-4ed1-a96d-85da6a6a2b88,Work,ark:/81985/n26w96m7j,,,,https://dc.library.northwestern.edu/items/d19ff434-3f02-4ed1-a96d-85da6a6a2b88,Les papas terribles,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Caran d'Ache, 1859-1909|Caran d'Ache, 1859-1909|Kolb, Eugene (Editor)",2021-03-16T17:26:48.050833Z,,,,"July 8, 1882",,inu-dil-44a01762-2ba4-4a7e-a40e-4a7d86e37fd3.tif,,,caricatures,d19ff434-3f02-4ed1-a96d-85da6a6a2b88,,https://api.dc.library.northwestern.edu/api/v2/works/d19ff434-3f02-4ed1-a96d-85da6a6a2b88?as=iiif,2023-02-20T16:15:52.090250,None,None,,French,inu:dil-44a01762-2ba4-4a7e-a40e-4a7d86e37fd3,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/40e2825f-7986-4e93-8e93-ae1a5bf91ce6,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Caricatures and cartoons|Periodicals",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/d19ff434-3f02-4ed1-a96d-85da6a6a2b88/thumbnail,"La Caricature, no 132 (8 juillet 1882), cover",Public,Image
,Accession:319969,,https://api.dc.library.northwestern.edu/api/v2/works/d2419640-983c-45d6-8a93-22a9e4ae444e,Work,ark:/81985/n2j67978s,,,,https://dc.library.northwestern.edu/items/d2419640-983c-45d6-8a93-22a9e4ae444e,Reproches Amers,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Kolb, Eugene (Editor)",2021-03-16T17:30:25.888692Z,Godefroy,,,"July 27, 1889",,inu-dil-9489efa9-9ff6-4557-b45b-f1dbc562f2ff.tif,,,caricatures,d2419640-983c-45d6-8a93-22a9e4ae444e,,https://api.dc.library.northwestern.edu/api/v2/works/d2419640-983c-45d6-8a93-22a9e4ae444e?as=iiif,2023-02-20T16:15:54.576686,None,None,,French,inu:dil-9489efa9-9ff6-4557-b45b-f1dbc562f2ff,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/12d7facc-e1fc-4beb-a4be-f10dc8371d5a,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Caricatures and cartoons|Periodicals",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/d2419640-983c-45d6-8a93-22a9e4ae444e/thumbnail,"La Caricature, no 500 (27 juillet 1889), cover",Public,Image
,Accession:320271,,https://api.dc.library.northwestern.edu/api/v2/works/d5ce105f-3533-45cb-9f44-ed5900034ebd,Work,ark:/81985/n21r6nc0b,,,,https://dc.library.northwestern.edu/items/d5ce105f-3533-45cb-9f44-ed5900034ebd,L'armée Allemande,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Caran d'Ache, 1859-1909|Caran d'Ache, 1859-1909|Kolb, Eugene (Editor)",2021-03-16T19:03:00.976655Z,,,,"December 20, 1884",,inu-dil-6b70731a-fd76-49e1-9538-4efa09b7a71c.tif,,,caricatures,d5ce105f-3533-45cb-9f44-ed5900034ebd,,https://api.dc.library.northwestern.edu/api/v2/works/d5ce105f-3533-45cb-9f44-ed5900034ebd?as=iiif,2023-02-20T16:15:59.140828,None,None,,French,inu:dil-6b70731a-fd76-49e1-9538-4efa09b7a71c,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/63fbf80a-597a-4ae9-a489-de42d27fdafa,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Periodicals|Caricatures and cartoons",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/d5ce105f-3533-45cb-9f44-ed5900034ebd/thumbnail,"La Caricature, no 260 (20 décembre 1884), cover",Public,Image
,Accession:320223,,https://api.dc.library.northwestern.edu/api/v2/works/d351472f-339d-49df-832b-c14e57533968,Work,ark:/81985/n2tx35j3z,,,,https://dc.library.northwestern.edu/items/d351472f-339d-49df-832b-c14e57533968,La Cosaque aux variétés,994711864202441,"La Caricature (1880-1893, 1899; Albert Robida, founding editor)","Kolb, Eugene (Editor)",2021-03-16T17:37:15.772187Z,"Draner, 1833-1926",,,"February 23, 1884",,inu-dil-21b42f24-c656-48ea-b237-e4b2dc82f1ad.tif,,,caricatures,d351472f-339d-49df-832b-c14e57533968,,https://api.dc.library.northwestern.edu/api/v2/works/d351472f-339d-49df-832b-c14e57533968?as=iiif,2023-02-20T16:16:00.814509,None,None,,French,inu:dil-21b42f24-c656-48ea-b237-e4b2dc82f1ad,Charles Deering McCormick Library of Special Collections,None,France--Paris,2021-06-10T16:43:09.761465Z,,,40 cm (height),Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': 'Job:11735'}",,True,Au Bureau du Journal,,Hathi Trust Digital Library,https://iiif.dc.library.northwestern.edu/iiif/2/99b5f8c3-2fbf-4ac1-bdd2-2b1d3409ee30,,No Copyright - Non-Commercial Use Only ,,,,Done,,"France--Paris|Satire, French|French wit and humor, Pictorial|Caricatures and cartoons|Periodicals",,,"The images on this web site are from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/d351472f-339d-49df-832b-c14e57533968/thumbnail,"La Caricature, no 217 (23 février 1884), cover",Public,Image
