abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,P0391-CAGE-B154I13,,https://api.dc.library.northwestern.edu/api/v2/works/ec1a0e4f-d0e1-4bc3-9037-9d53e679522f,Work,ark:/81985/n27p8x46b,e52ae513-e6af-45ad-9cc3-48b1f7eb62ba|e56a2f3d-c946-4659-907d-ecd5b743c3b4,,154,https://dc.library.northwestern.edu/items/ec1a0e4f-d0e1-4bc3-9037-9d53e679522f,,,John Cage Ephemera,"Cage, John|Iimura, Takahiko, 1937-",2022-07-07T17:01:20.383249Z,,,,1983,with note from Iimura,tape 1 of 1|tape 1 of 1|tape 1 of 1 asset front|tape 1 of 1 asset side|tape 1 of 1 technical metadata file|Letter to John Cage from Taka Iimura|Letter to John Cage from Taka Iimura,,,U-matic (TM),ec1a0e4f-d0e1-4bc3-9037-9d53e679522f,item 13,https://api.dc.library.northwestern.edu/api/v2/works/ec1a0e4f-d0e1-4bc3-9037-9d53e679522f?as=iiif,2023-02-20T16:24:12.261490,P0391-Cage-Ephemera-AV,P0391-Cage-Ephemera-Video_Deliverables-meadow_ingest_inventory.csv,,English,,Music Library,None,,2022-12-08T21:56:12.814458Z,,"color, 20 min., ch. 2 (mono), duplicated from 1/2 video original)",,Level 1,"{'cycle': '2022', 'desc': None, 'manager': 'Dan Zellner', 'name': 'Audiovisual Highlights from the John Cage Ephemera Collection', 'proposer': 'Jill Waycie', 'task_number': 'P0391'}",,True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/posters/0224dcfc-d356-45a6-b810-944e696f0297,,In Copyright,,John Cage Ephemera--Recordings--Video,,Done,,"Cage, John|Composers",,,"The audio recordings on this web site are from material in the collections of the Music Library of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the audio recordings from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/ec1a0e4f-d0e1-4bc3-9037-9d53e679522f/thumbnail,"Iimura, Taka: A visit by Taka Iimura to John Cage who reads ""5th writing through Finnegans Wake"" by John Cage ",Institution,Video
