abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,avr:p8418p02v,Radio campaign for United States Department of Transportation,https://api.dc.library.northwestern.edu/api/v2/works/c3322f50-7bc4-405a-a031-aa4af1a1045b,Work,ark:/81985/n2bp00m5v,4faa9857-3dc2-46ac-8105-39e3791553ad,,,https://dc.library.northwestern.edu/items/c3322f50-7bc4-405a-a031-aa4af1a1045b,,9980581263702441,Transportation Library Audiovisual Collection,United States. Department of Transportation.,2022-01-21T06:09:10.175953Z,,39ca4ce3-4898-47d2-b701-53d6f5692d9c,,1970,Eight radio commercials promoting the use of ridesharing as a means of traveling to work.,Side 1|Side 2|0r967441j/p8418p02v.mods.xml,,,compact discs|born digital,c3322f50-7bc4-405a-a031-aa4af1a1045b,,https://api.dc.library.northwestern.edu/api/v2/works/c3322f50-7bc4-405a-a031-aa4af1a1045b?as=iiif,2023-02-20T16:36:43.420203,AVR Migration,avr_migration.csv,,English,p8418p02v,Transportation Library,None,,2022-09-30T19:24:39.583971Z,"{'note': 'Title from disc label.', 'type': 'General Note'}|{'note': '""Energy Efficiency.""', 'type': 'General Note'}",1 audio disc,7 inches,Level 1,"{'cycle': None, 'desc': None, 'manager': '', 'name': '', 'proposer': '', 'task_number': ''}",,True,U.S. Department of Transportation,,,https://iiif.dc.library.northwestern.edu/iiif/2/00000000-0000-0000-0000-000000000002,,No Copyright - United States,,,,Done,,Radio advertising|Commuting|Ridesharing|United States,side I. Lorne Green (:60) ; Lorne Green (:30) ; Detwhiler Toothpicks (:60) ; Hank Hingle (:30) ; side II. Amos Van-Pool (:60) ; Autoholics Anonymous (:30) ; Employee morale (:60) ; Employee punctuality (:30).,,"Materials published by the United States Department of Transportation are in the public domain and, as such, not subject to copyright restriction.",https://api.dc.library.northwestern.edu/api/v2/works/c3322f50-7bc4-405a-a031-aa4af1a1045b/thumbnail,Sign up for ridesharing : radio campaign for United States Department of Transportation.,Public,Audio
