abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,J0516-GERTZ-B82F43,,https://api.dc.library.northwestern.edu/api/v2/works/11c6f71c-051b-45ba-bade-1c9fb3849959,Work,ark:/81985/n2c53hn5s,,,82,https://dc.library.northwestern.edu/items/11c6f71c-051b-45ba-bade-1c9fb3849959,,,Elmer Gertz Collection,"Gertz, Elmer, 1906-2000|Canadian Broadcasting Corporation",2022-04-21T15:13:58.276822Z,,,,,"An episode of the CBC Radio show, ""Ideas"" about inventor Nikola Tesla.",tape 1 of 1 side 1|tape 1 of 1 side 2|tape 1 of 1 side 1|tape 1 of 1 side 2|tape 1 of 1 technical metadata file|tape 1 of 1 side 1 spectrogram file|tape 1 of 1 side 2 spectrogram file,,43,audiocassettes,11c6f71c-051b-45ba-bade-1c9fb3849959,,https://api.dc.library.northwestern.edu/api/v2/works/11c6f71c-051b-45ba-bade-1c9fb3849959?as=iiif,2023-02-20T16:23:06.341745,J0516 Elmer Gertz audio,J0516-Elmer_Gertz-meadow_ingest_inventory.csv,,English (language),,Charles Deering McCormick Library of Special Collections,None,,2022-07-14T14:36:47.257625Z,,1 audiocassette,,Level 1,"{'cycle': '2022', 'desc': None, 'manager': 'Nicole Finzer', 'name': 'Elmer Gertz Collection Nikola Tesla Audio Cassette Tape', 'proposer': 'Kolter Campbell', 'task_number': 'J0516'}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/00000000-0000-0000-0000-000000000002,,Copyright Undetermined,,Elmer Gertz Collection--Audio Visual Material,,Done,,"Tesla, Nikola, 1856-1943",,,"The materials on this web site, from material in the collections of the Charles Deering McCormick Library of Special Collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/11c6f71c-051b-45ba-bade-1c9fb3849959/thumbnail,CBC Nikola Tesla,Institution,Audio
