abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,Voyager:inudilcsmi740,,https://api.dc.library.northwestern.edu/api/v2/works/0a15cdb6-ae38-4046-a252-711b291a9abd,Work,ark:/81985/n2736mq54,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0a15cdb6-ae38-4046-a252-711b291a9abd,,,Collection of Carl Smith,,2021-03-15T16:08:19.490287Z,"Richardson, Henry Hobson",,,1976,,inu-dil-cb426b29-bf80-437a-b978-f8780fdb8594.tif,,,architecture (object genre)|architecture (discipline),0a15cdb6-ae38-4046-a252-711b291a9abd,,https://api.dc.library.northwestern.edu/api/v2/works/0a15cdb6-ae38-4046-a252-711b291a9abd?as=iiif,2023-02-20T16:36:19.429570,None,None,,,inu:dil-cb426b29-bf80-437a-b978-f8780fdb8594,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,Photograph,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Boston, Massachusetts, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/cafdc09a-de0e-454b-b48b-c03c42e2da54,,In Copyright - Educational Use Permitted,,,,Done,Richardsonian Romanesque,National Register of Historic Places|Architecture|Church architecture,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0a15cdb6-ae38-4046-a252-711b291a9abd/thumbnail,Trinity Church. Interior,Public,Image
,Voyager:inudilcsmi2104,,https://api.dc.library.northwestern.edu/api/v2/works/0afe2bda-af84-4658-9cac-f48dbc6d3d46,Work,ark:/81985/n2wp9tv8r,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0afe2bda-af84-4658-9cac-f48dbc6d3d46,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T16:11:32.657328Z,"Hardenbergh, Henry Janeway",,,1967 to 1999,Plaza Hotel constructed in 1907 ; Photographs by Carl Smith,inu-dil-f5628f5f-c918-479a-8034-efae10b903cc.tif,,,photographs,0afe2bda-af84-4658-9cac-f48dbc6d3d46,,https://api.dc.library.northwestern.edu/api/v2/works/0afe2bda-af84-4658-9cac-f48dbc6d3d46?as=iiif,2023-02-20T16:36:19.438078,None,None,,,inu:dil-f5628f5f-c918-479a-8034-efae10b903cc,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","New York, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/60c533a1-044f-489d-823c-a536e391e8bc,,In Copyright - Educational Use Permitted,,,,Done,,Flags--American|Renaissance revival (Architecture)|Historic hotels,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0afe2bda-af84-4658-9cac-f48dbc6d3d46/thumbnail,Plaza Hotel,Public,Image
,Voyager:inudilcsmi974,,https://api.dc.library.northwestern.edu/api/v2/works/0700c452-e6e3-4778-97aa-38114382a7f4,Work,ark:/81985/n2vq2t03h,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0700c452-e6e3-4778-97aa-38114382a7f4,,,Collection of Carl Smith,,2021-03-15T15:56:47.792318Z,"Grooms, Red",,,1967 to 1999,,inu-dil-846fe60f-158c-4481-a0c7-fe0ab3cd2a94.tif,,,installations (visual works),0700c452-e6e3-4778-97aa-38114382a7f4,,https://api.dc.library.northwestern.edu/api/v2/works/0700c452-e6e3-4778-97aa-38114382a7f4?as=iiif,2023-02-20T16:36:19.616982,None,None,,,inu:dil-846fe60f-158c-4481-a0c7-fe0ab3cd2a94,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,Mixed media,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/0a354bf0-0a75-406f-b735-d369b55ac7b5,,In Copyright - Educational Use Permitted,,,,Done,Pop (fine arts styles),Installations (Art),,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0700c452-e6e3-4778-97aa-38114382a7f4/thumbnail,Fishhauler,Public,Image
,Voyager:inudilcsmi3035,,https://api.dc.library.northwestern.edu/api/v2/works/09ef443e-7110-4fcc-8a18-4998900e2c68,Work,ark:/81985/n2gq6rr06,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/09ef443e-7110-4fcc-8a18-4998900e2c68,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T16:07:44.302666Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-6a0a3f74-cb84-43a4-8992-c1a3e2410daf.tif,,,photographs,09ef443e-7110-4fcc-8a18-4998900e2c68,,https://api.dc.library.northwestern.edu/api/v2/works/09ef443e-7110-4fcc-8a18-4998900e2c68?as=iiif,2023-02-20T16:36:19.625689,None,None,,,inu:dil-6a0a3f74-cb84-43a4-8992-c1a3e2410daf,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/6c189bed-2617-4de7-9a79-15aafa2f4a81,,In Copyright - Educational Use Permitted,,,,Done,,Railroad trains,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/09ef443e-7110-4fcc-8a18-4998900e2c68/thumbnail,Worn Shoes on a Train,Public,Image
,Voyager:inudilcsmi1556,,https://api.dc.library.northwestern.edu/api/v2/works/0a68ded9-8ec5-4233-810e-b9025aeedd8a,Work,ark:/81985/n2gm82b08,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0a68ded9-8ec5-4233-810e-b9025aeedd8a,,,Collection of Carl Smith,,2021-03-15T16:09:35.633655Z,"Wall, William Allen",,,circa 1885,,inu-dil-9d84c991-7792-4763-b786-46509001bece.tif,,,paintings (visual works),0a68ded9-8ec5-4233-810e-b9025aeedd8a,,https://api.dc.library.northwestern.edu/api/v2/works/0a68ded9-8ec5-4233-810e-b9025aeedd8a?as=iiif,2023-02-20T16:36:19.631614,None,None,,,inu:dil-9d84c991-7792-4763-b786-46509001bece,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,Oil on canvas,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",New Bedford Whaling Museum,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/6cfd72e8-b5aa-45bb-a889-12a83a547271,,In Copyright - Educational Use Permitted,,,,Done,,Painting|Landscape painting,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0a68ded9-8ec5-4233-810e-b9025aeedd8a/thumbnail,New Bedford in 1807,Public,Image
,Voyager:inudilcsmi2956,,https://api.dc.library.northwestern.edu/api/v2/works/0b1170e1-9016-4692-afdd-96dbbdebea2d,Work,ark:/81985/n26d5q06v,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0b1170e1-9016-4692-afdd-96dbbdebea2d,,,Collection of Carl Smith,,2021-03-15T16:11:43.639577Z,"Gillam, Victor",,,1903,Judge.,inu-dil-84f283be-2a9d-4b49-aa32-da83df7582a0.tif,,,prints (visual works),0b1170e1-9016-4692-afdd-96dbbdebea2d,,https://api.dc.library.northwestern.edu/api/v2/works/0b1170e1-9016-4692-afdd-96dbbdebea2d?as=iiif,2023-02-20T16:36:19.634291,None,None,,,inu:dil-84f283be-2a9d-4b49-aa32-da83df7582a0,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,Chromolithograph,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/8a605953-81c9-4bbd-884a-89feb62e4c40,,In Copyright - Educational Use Permitted,,,,Done,,Prints--20th century--United States|Caricatures and cartoons,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0b1170e1-9016-4692-afdd-96dbbdebea2d/thumbnail,Pig,Public,Image
,Voyager:inudilcsmi1695,,https://api.dc.library.northwestern.edu/api/v2/works/0bbc506f-8435-4f2b-b02b-5bf7b7381e61,Work,ark:/81985/n2td9nx48,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0bbc506f-8435-4f2b-b02b-5bf7b7381e61,,,Collection of Carl Smith,,2021-03-15T16:14:30.091877Z,unknown Scottish,,,1967 to 1999,,inu-dil-0bd634ce-3fba-4cd1-a4e8-abd300c0cd64.tif,,,decorative art (art genre),0bbc506f-8435-4f2b-b02b-5bf7b7381e61,,https://api.dc.library.northwestern.edu/api/v2/works/0bbc506f-8435-4f2b-b02b-5bf7b7381e61?as=iiif,2023-02-20T16:36:19.637120,None,None,,,inu:dil-0bd634ce-3fba-4cd1-a4e8-abd300c0cd64,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Edinburgh, Scotland",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/68566fb1-f02d-4343-9d6a-cb45d05d7cbf,,In Copyright - Educational Use Permitted,,,,Done,,Decorative arts--20th century--Scotland|Urban parks,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0bbc506f-8435-4f2b-b02b-5bf7b7381e61/thumbnail,Princess Street Gardens. Floral Clock,Public,Image
,Voyager:inudilcsmi1922,,https://api.dc.library.northwestern.edu/api/v2/works/51d45107-4953-41f9-8b13-5e661b6515cc,Work,ark:/81985/n2h41k92t,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/51d45107-4953-41f9-8b13-5e661b6515cc,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T21:34:10.725504Z,"Drury, Alfred",,,1967 to 1999,Photographs by Carl Smith,inu-dil-d49edcc7-ef09-49bd-80fa-248bb3de862c.tif,,,photographs,51d45107-4953-41f9-8b13-5e661b6515cc,,https://api.dc.library.northwestern.edu/api/v2/works/51d45107-4953-41f9-8b13-5e661b6515cc?as=iiif,2023-02-20T16:36:19.639761,None,None,,,inu:dil-d49edcc7-ef09-49bd-80fa-248bb3de862c,Faculty Collections,None,,2023-01-24T17:18:05.187059Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","London, England",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/f7cbdddb-608a-4229-ad53-fd6227690d1f,,In Copyright - Educational Use Permitted,,,,Done,,"Public sculpture|Royal Academy of Arts (Great Britain)|Pedestrians|Reynolds, Joshua Sir 1723-1792",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/51d45107-4953-41f9-8b13-5e661b6515cc/thumbnail,Forecourt of Burlington House Statue of Joshua Reynolds in front of the Royal Academy of Arts,Public,Image
,Voyager:inudilcsmi355,,https://api.dc.library.northwestern.edu/api/v2/works/0ed0114d-eee8-4047-8375-e36beeb7ea73,Work,ark:/81985/n2251g80g,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0ed0114d-eee8-4047-8375-e36beeb7ea73,,,Collection of Carl Smith,,2021-03-15T16:26:06.324506Z,Currier & Ives,,,1967 to 1999,,inu-dil-9efee145-94c8-4902-b440-a5bc9d47ad54.tif,,,prints (visual works),0ed0114d-eee8-4047-8375-e36beeb7ea73,,https://api.dc.library.northwestern.edu/api/v2/works/0ed0114d-eee8-4047-8375-e36beeb7ea73?as=iiif,2023-02-20T16:36:19.793661,None,None,,,inu:dil-9efee145-94c8-4902-b440-a5bc9d47ad54,Faculty Collections,None,,2023-01-24T17:18:06.138407Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/7303a9b3-ab7f-426c-a987-4d6b3e0f3743,,In Copyright - Educational Use Permitted,,,"Pratt, John Lowell. Currier & Ives Chronicles of America. New York: Promontory Press, 1974. Page 90.",Done,,Frontier and pioneer life|Indians of North America|Prints|Grizzly bear hunting,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0ed0114d-eee8-4047-8375-e36beeb7ea73/thumbnail,Indians Attacking the Grizzly Bear,Public,Image
,Voyager:inudilcsmi2158,,https://api.dc.library.northwestern.edu/api/v2/works/0f0c1337-d7ed-41a8-8277-ce423220291b,Work,ark:/81985/n2qf8k70k,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0f0c1337-d7ed-41a8-8277-ce423220291b,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T16:26:54.021928Z,"Roebling, John Augustus",,,1967 to 1999,Brooklyn Bridge constructed from 1870-1883. ; Photographs by Carl Smith,inu-dil-40709a2c-3b4f-4e54-8ea6-637257316dfe.tif,,,photographs,0f0c1337-d7ed-41a8-8277-ce423220291b,,https://api.dc.library.northwestern.edu/api/v2/works/0f0c1337-d7ed-41a8-8277-ce423220291b?as=iiif,2023-02-20T16:36:19.838892,None,None,,,inu:dil-40709a2c-3b4f-4e54-8ea6-637257316dfe,Faculty Collections,None,,2023-01-24T17:18:06.138407Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","New York, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/52f69d55-7843-45d0-a0d0-e60a753dd5ff,,In Copyright - Educational Use Permitted,,,,Done,,"Brooklyn Bridge (New York, N.Y.)|Suspension bridges",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0f0c1337-d7ed-41a8-8277-ce423220291b/thumbnail,Brooklyn Bridge,Public,Image
,Voyager:inudilcsmi3364,,https://api.dc.library.northwestern.edu/api/v2/works/0f3271bf-6d9d-46d5-bc22-59f04ba67706,Work,ark:/81985/n2n010g4v,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0f3271bf-6d9d-46d5-bc22-59f04ba67706,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T16:27:20.575507Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-b111618c-b9cb-4dd5-8878-6f3a2c9909c2.tif,,,photographs,0f3271bf-6d9d-46d5-bc22-59f04ba67706,,https://api.dc.library.northwestern.edu/api/v2/works/0f3271bf-6d9d-46d5-bc22-59f04ba67706?as=iiif,2023-02-20T16:36:19.841746,None,None,,,inu:dil-b111618c-b9cb-4dd5-8878-6f3a2c9909c2,Faculty Collections,None,,2023-01-24T17:18:06.138407Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","San Francisco, California, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/d10d9113-b56a-4aac-b598-fb25b452d769,,In Copyright - Educational Use Permitted,,,,Done,,Commuters|Telephone booths,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0f3271bf-6d9d-46d5-bc22-59f04ba67706/thumbnail,San Francisco Cable Cars,Public,Image
,Voyager:inudilcsmi388,,https://api.dc.library.northwestern.edu/api/v2/works/0fd1e91f-edb9-41e7-98a3-9e3032e3810a,Work,ark:/81985/n28s4kb8p,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/0fd1e91f-edb9-41e7-98a3-9e3032e3810a,,,Collection of Carl Smith,,2021-03-15T16:29:31.668863Z,"Palmer, Frances Flora Bond|Currier & Ives",,,1864,,inu-dil-baff3a2d-5c38-426a-8c07-ec09109d9292.tif,,,prints (visual works),0fd1e91f-edb9-41e7-98a3-9e3032e3810a,,https://api.dc.library.northwestern.edu/api/v2/works/0fd1e91f-edb9-41e7-98a3-9e3032e3810a?as=iiif,2023-02-20T16:36:19.847463,None,None,,,inu:dil-baff3a2d-5c38-426a-8c07-ec09109d9292,Faculty Collections,None,,2023-01-24T17:18:06.138407Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/eb42f75b-0809-42f4-abdf-412d1cb9239f,,In Copyright - Educational Use Permitted,,,"Pratt, John Lowell. Currier & Ives Chronicles of America. New York: Promontory Press, 1974. Page 246.",Done,,Prints|City and town life,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/0fd1e91f-edb9-41e7-98a3-9e3032e3810a/thumbnail,Village Blacksmith,Public,Image
,Voyager:inudilcsmi1997,,https://api.dc.library.northwestern.edu/api/v2/works/105167d4-0a37-486e-bda9-736474f19f6b,Work,ark:/81985/n2jq0th5n,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/105167d4-0a37-486e-bda9-736474f19f6b,,,Collection of Carl Smith,,2021-03-15T16:31:26.012100Z,"Van Vechten, Carl",,,1933,,inu-dil-1ad48f38-1a73-476f-bd34-2cdb81de5049.tif,,,photographs,105167d4-0a37-486e-bda9-736474f19f6b,,https://api.dc.library.northwestern.edu/api/v2/works/105167d4-0a37-486e-bda9-736474f19f6b?as=iiif,2023-02-20T16:36:19.865849,None,None,,,inu:dil-1ad48f38-1a73-476f-bd34-2cdb81de5049,Faculty Collections,None,,2023-01-24T17:18:06.138407Z,,Photograph,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/53ef5430-a070-4834-9847-41e74a73fe9f,,In Copyright - Educational Use Permitted,,,,Done,,"Dreiser, Theodore 1871-1945|Authors, American",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/105167d4-0a37-486e-bda9-736474f19f6b/thumbnail,Theodore Dreiser,Public,Image
,Voyager:inudilcsmi960,,https://api.dc.library.northwestern.edu/api/v2/works/10ede947-796c-4de8-991e-c86aee83c98c,Work,ark:/81985/n2348h48k,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/10ede947-796c-4de8-991e-c86aee83c98c,,,Collection of Carl Smith,,2021-03-15T16:33:18.528478Z,"Grooms, Red",,,1976,,inu-dil-5d02f11b-36a1-47b9-a96f-b833188435f5.tif,,,installations (visual works),10ede947-796c-4de8-991e-c86aee83c98c,,https://api.dc.library.northwestern.edu/api/v2/works/10ede947-796c-4de8-991e-c86aee83c98c?as=iiif,2023-02-20T16:36:19.962467,None,None,,,inu:dil-5d02f11b-36a1-47b9-a96f-b833188435f5,Faculty Collections,None,,2023-01-24T17:18:06.138407Z,,Mixed media,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",Whitney Museum of American Art,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/be4f1ae7-3e0d-40c7-84b3-0281b2151957,,In Copyright - Educational Use Permitted,,,,Done,Pop (fine arts styles),Installations (Art),,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/10ede947-796c-4de8-991e-c86aee83c98c/thumbnail,Ruckus Manhattan,Public,Image
,Voyager:inudilcsmi3101,,https://api.dc.library.northwestern.edu/api/v2/works/19c53338-59cd-4a07-903c-270663005848,Work,ark:/81985/n2n29pv77,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/19c53338-59cd-4a07-903c-270663005848,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T17:06:57.617990Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-960d3f3e-d8df-475a-816d-54acc664f217.tif,,,photographs,19c53338-59cd-4a07-903c-270663005848,,https://api.dc.library.northwestern.edu/api/v2/works/19c53338-59cd-4a07-903c-270663005848?as=iiif,2023-02-20T16:36:20.134844,None,None,,,inu:dil-960d3f3e-d8df-475a-816d-54acc664f217,Faculty Collections,None,,2023-01-24T17:18:07.552048Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Oak Park, Illinois, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/ef37a8ef-269b-4bbf-aadd-6b1ee6e3e950,,In Copyright - Educational Use Permitted,,,,Done,,"Architecture, Domestic",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/19c53338-59cd-4a07-903c-270663005848/thumbnail,Oak Park Home,Public,Image
,Voyager:inudilcsmi962,,https://api.dc.library.northwestern.edu/api/v2/works/1bdbc954-732f-4e3c-bbb4-112ae92b3483,Work,ark:/81985/n2b27qd59,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/1bdbc954-732f-4e3c-bbb4-112ae92b3483,,,Collection of Carl Smith,,2021-03-15T17:14:57.798332Z,"Grooms, Red",,,1976,,inu-dil-348bb07c-17db-46bc-bd11-210f90085ade.tif,,,installations (visual works),1bdbc954-732f-4e3c-bbb4-112ae92b3483,,https://api.dc.library.northwestern.edu/api/v2/works/1bdbc954-732f-4e3c-bbb4-112ae92b3483?as=iiif,2023-02-20T16:36:20.182002,None,None,,,inu:dil-348bb07c-17db-46bc-bd11-210f90085ade,Faculty Collections,None,,2023-01-24T17:18:07.552048Z,,Mixed media,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",Whitney Museum of American Art,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/ce6fc9e5-a448-4824-bd8e-22d3479b613b,,In Copyright - Educational Use Permitted,,,,Done,Pop (fine arts styles),Installations (Art),,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/1bdbc954-732f-4e3c-bbb4-112ae92b3483/thumbnail,Ruckus Manhattan,Public,Image
,Voyager:inudilcsmi3306,,https://api.dc.library.northwestern.edu/api/v2/works/1d4be6db-f8b8-4673-8874-ff8c4a43f661,Work,ark:/81985/n2ns0mk9m,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/1d4be6db-f8b8-4673-8874-ff8c4a43f661,,,Collection of Carl Smith,,2021-03-15T17:20:02.983831Z,"Randall, G.P",,,1868 to 1869,,inu-dil-7ce4cf3d-8c89-4ac6-b7a2-4ccb072ab81f.tif,,,,1d4be6db-f8b8-4673-8874-ff8c4a43f661,,https://api.dc.library.northwestern.edu/api/v2/works/1d4be6db-f8b8-4673-8874-ff8c4a43f661?as=iiif,2023-02-20T16:36:20.186581,None,None,,,inu:dil-7ce4cf3d-8c89-4ac6-b7a2-4ccb072ab81f,Faculty Collections,None,,2023-01-24T17:18:07.552048Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Cook County, Evanston",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/5d37f739-7bd4-41f7-a432-a168c32db97f,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/1d4be6db-f8b8-4673-8874-ff8c4a43f661/thumbnail,University Hall,Public,Image
